"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"United Kingdom","GBR","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","TM.VAL.MRCH.R6.ZS","7.49458529749013","8.33842419503295","8.10452928319586","8.30382030447095","9.81081012400895","10.2969489824715","9.75891717444185","8.9211970356961","9.01720627485732","9.74834888405608","8.71630360241358","7.22063107994667","7.21256540051506","6.82265565667521","6.58423273922258","6.37079112299505","5.85326494356413","6.19785383399985","5.01098721367954","3.74345189622642","3.91860364641839","3.00481331358641","3.36929240540782","3.31087362917496","3.22061898986812","3.48636568061458","2.67752381103185","1.86504132445527","1.72713400468175","1.5751877383602","1.81862023666531","1.82314863284535","1.58757450198879","1.55743260741886","1.52663342072412","1.54779031708943","1.58600501948393","1.53986206508369","1.52677232006666","1.62349281708945","2.00432004648644","2.67684649294106","2.67707260476776","2.81856558686504","2.61711304669574","2.49548711322797","2.45292367968622","2.37746164214132","2.77539992302132","3.02488127204127","2.39662660531003","3.15364306685173","3.45093963274103","2.83650176227137","2.44546113264602","1.84230451628254","2.14291536239533","1.84200853173586","","",
"United Kingdom","GBR","Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","TM.VAL.MRCH.R5.ZS","5.00063702382469","4.90188891332503","4.74226639651569","4.50717554768541","3.80222097987396","3.55460788310182","3.27906360636786","3.13005600497822","2.80775601059172","2.25844599673284","2.04583216351929","1.83283130051191","1.5947629995147","1.43915591194377","1.28812856929939","1.30647383174464","1.52839326383435","1.47283728971341","1.20555982030036","1.18917681411468","1.05089432299317","0.847299088003742","0.973415864107449","0.814547490278014","1.04011688423304","0.847246060227805","0.788713214627851","0.865676088815193","0.817874547860252","0.857555778890728","0.956495828590586","1.01998111135823","1.06143852454067","1.25471610460063","1.36152904244894","1.3535565851184","1.39405212582995","1.37057045660617","1.27251032391508","1.23893919451816","1.26309919181562","1.32711587394902","1.35495826102989","1.4634341964733","1.56733299621271","1.53216186538317","1.46324497548619","1.70831675880306","1.75178947392347","1.93347333410333","1.98155531088303","2.03597623206856","1.9229438926518","2.08272731861466","2.20892820134061","2.2653354699524","2.11346326520995","2.25336184144892","","",
"United Kingdom","GBR","Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","TM.VAL.MRCH.R4.ZS","3.23369219008791","3.03822626233007","3.36545364624049","3.67464935564247","3.898150030494","4.03562133517293","3.64514342140122","4.19924195282005","4.16495236889578","3.75121516120303","3.4937934653037","3.94342666205784","3.22459519870775","3.35862312453804","5.08362748056084","4.6294415493764","5.51692181632445","4.06862791662313","3.37134671847672","2.40184998679585","2.5034995247559","1.91792033673708","2.43082791570291","1.1347482280493","1.50803579102169","1.28651803988876","1.08125440395227","0.933038837215328","0.752451633402211","0.84942652184648","1.03346336487607","0.681024663424381","0.746218570924464","0.846173712442194","0.743913107672074","0.711011231303127","0.692254208844371","0.63611217317229","0.589451454622101","0.601862316604201","0.760754489081158","0.648189106159071","0.729569793532728","0.669775180593127","0.700290783337622","0.673708157215724","0.884635549436182","0.861696616707921","0.976364558895508","0.871031349233849","0.959307339723471","0.910193706902649","1.21571003161613","1.50709431598178","1.2977771403638","0.811732211368794","0.585348788559922","0.756702065530718","","",
"United Kingdom","GBR","Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","TM.VAL.MRCH.R3.ZS","4.37953879475092","4.27225113831668","4.27003398158932","4.39109507508262","3.8320796909941","3.59788027970274","3.22246574022784","3.13062171182893","2.90006435210094","2.77908619877532","2.52173552844144","2.59699109508995","2.40489693551872","2.35507476447982","2.30161874884128","2.66372933186097","2.28319733501743","2.04009258467667","1.75096352456097","1.85801973894943","1.9214551110343","2.00756099462156","1.94904129786104","2.10064879887235","2.02169615829028","1.94707809789542","1.52936891858725","1.59034380910433","1.41436297767027","1.41894222290059","1.31160029580292","1.36876609869702","1.48174979754366","1.4618139521002","1.45037035795759","1.41129838974911","1.38150530721255","1.3468900498131","1.33785544623941","1.39736973274112","1.67640921837107","1.63647833338669","1.63197609349503","1.69959664061717","1.70213897889877","1.58885579649032","1.54936795080896","1.61221428372372","1.86423180598343","1.73511871371371","2.30262232962932","2.25317924903049","2.15819824925129","1.91825569947009","1.75920425144527","1.45012517298151","1.32565115080917","1.29177244835008","","",
"United Kingdom","GBR","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","0.395751051089311","0.487093647419137","0.56476444217546","0.617370666390637","0.571762553364505","0.612084914239127","0.653283880446039","0.712224925043842","0.639301199480963","0.576763111213558","0.520548071302659","0.446068506905009","0.436416707108421","0.466595377733977","0.352613154288249","0.315954307578102","0.389299279188053","0.337376788603599","0.335683779284947","0.309870780069063","0.258100751749762","0.362557486943643","0.493939250895629","0.387779788265638","0.562648611999733","0.757299018842987","0.610654991409819","0.660737881182475","0.601167119970383","0.56312766560604","0.521550572469332","0.421003784659048","0.451563321585609","1.1969775926368","1.19719191391178","1.29983950322506","1.43738338055694","1.58739072389958","1.65675089310208","1.59706684498965","1.84704762815454","2.13131071543944","2.57444589886048","2.66609169446949","3.38996099877301","3.57623659244992","3.80594567249551","3.90605152122894","3.70923907819549","3.08818836336336","3.24095238001527","3.59189404269364","4.14364937134362","3.70465350227385","3.59961593871587","3.50687297448353","3.48289764544742","3.42459035127386","","",
"United Kingdom","GBR","Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","TM.VAL.MRCH.R1.ZS","1.37437890177093","1.6372211225961","1.5499114564222","1.47503530472972","1.26105407603171","1.25552663760936","1.73586859661376","1.47536346665158","1.40625164836324","1.34444433308947","1.37662182251658","1.16702055865554","1.13567529463441","1.28650276985443","1.24777799184991","1.30499654684655","1.23785005179326","1.49231046897115","1.35249566710721","1.36911473954688","1.24652207724877","1.3435380777925","1.33116527681388","1.46154692045466","1.59531699118594","1.51267060108487","1.5147220660771","1.58697567168433","1.75526613914159","1.87890865837948","2.00511301789637","2.55321931068025","2.86907125461535","3.39792338870298","3.4031941881585","3.63776603931967","4.43900367466621","4.3142580932206","4.59638351386366","4.79954255432705","6.88752338204713","6.99022239447974","7.05948231888365","7.51282167868951","7.9438569010137","8.06031398313671","8.08942369848014","9.34233814383923","9.36433348936164","10.2748010458535","10.9525805632369","10.3863566506949","9.96505181393784","10.8062019269399","11.2843439516059","12.9226520290695","12.2610366375607","12.4493885088926","","",
"United Kingdom","GBR","Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","TM.VAL.MRCH.OR.ZS","21.8785832590139","22.6751052790199","22.596959206139","22.9691462540018","23.1760774547672","23.3526700322975","22.2947424194986","21.5687050970187","20.93553185429","20.4583036850703","18.6748346534972","17.2069692031669","16.0089125359991","15.7286076052253","16.8579986840622","16.5913866904017","16.8089266897217","15.6090988825878","13.0270367234098","10.8714839557023","10.8990754342003","9.48368929768493","10.5476820107887","9.21014485509492","9.9484334265988","9.83717749855442","8.20223740568615","7.50181361245693","7.06825642272645","7.14314858598352","7.6468433163006","7.86714360166429","8.19761597119852","9.71503735790165","9.68283203087302","9.96126206580479","10.930203716594","10.7950835617954","10.979723951809","11.2582734602696","14.439153955956","15.410162916355","16.0275049705695","16.8302849777076","17.9206937049316","17.9267635079038","18.2455415263932","19.8080789664442","20.4413583293808","20.9274940783091","21.833644528798","22.3312429482419","22.8564929915417","22.8554345255516","22.5953306161175","22.7990223741383","21.9113128499825","22.017823747232","","",
"United Kingdom","GBR","Merchandise imports from high-income economies (% of total merchandise imports)","TM.VAL.MRCH.HI.ZS","72.848452032106","71.5498212089371","71.6365405784847","71.0005840991933","71.4194958324863","70.7572669405161","71.7757279448954","72.8545567686825","73.5354622274266","73.6056964752809","75.4398884342595","75.6394745938472","76.9776017626701","77.2104860770683","76.3787356092028","75.4403232299357","75.9988764708303","76.5913387098306","79.6438454456482","82.4074529646079","82.7734381750626","84.2627055889001","82.4537070050388","84.0278513660765","83.2508904783277","83.6443236992098","85.0994798388055","85.8950825193668","86.4398336630689","86.423190314202","86.0776346983644","85.8718020787055","85.8134531695526","81.7249355223268","82.1454181284348","81.7647830260114","80.7616305754854","79.9697948115286","79.7915573126259","88.4345731095216","81.3910153157564","79.1929172426639","78.2423611655508","80.5044923189059","80.1264852512562","74.8167469080432","71.4134804822683","75.8526942494994","75.2894497024653","74.4899762926388","73.339652771906","74.5042150117284","73.7569033052445","73.3014292867596","74.4711820171751","75.6045008247861","76.6350275385265","76.3884303428825","","",
"United Kingdom","GBR","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","13034000000","12729000000","12958000000","13969000000","15966000000","16128000000","16663000000","17800000000","18960000000","19961000000","21871000000","23858000000","27661000000","38528000000","54190000000","53341000000","55744000000","63191000000","75813000000","99600000000","115545000000","102708000000","99646000000","100080000000","104725000000","108957000000","126330000000","154407000000","189340000000","197731000000","222977000000","209947000000","221551000000","209318000000","234076000000","267250000000","287332000000","307518000000","321231000000","324899000000","348058000000","343786000000","364075000000","399401000000","470633000000","519273000000","612671000000","638263000000","657783000000","519078000000","591095000000","676896000000","695220000000","660034000000","689836000000","626223000000","636639000000","643515000000","673549000000","",
"United Kingdom","GBR","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","6.7516562619442","6.69713038307716","7.41771828783842","7.3330326577992","6.55430473673511","6.20237684613214","6.05235904722911","4.6902754992363","7.01015919232839","6.98880548400998","6.60879730843048","7.69385873948612","6.39286713732603","6.38882609479735","12.2567605393164","8.96748865260538","9.05657541868458","7.58757389517413","6.73992355115188","6.35285305035953","8.69472047005962","7.2568984332372","5.42278608654081","3.17271645789805","2.22547961687946","2.27795471441814","1.80425471272376","1.48457133974143","1.64927025490268","1.5936945601332","1.73674966114929","1.67134094493874","1.92714720634832","2.07171967354234","1.56229663821887","1.40863182348294","1.43145764778758","1.64113690948982","1.55824391754164","1.50768961678453","1.69605632434519","1.54424516002293","1.54168435246107","1.66158429891794","1.79959161947616","1.87326649091895","1.83001622225854","1.67998862847508","1.71106045068894","1.63082253561254","2.21619972381033","2.75594984249207","2.78330308239316","3.20396320817313","2.84155221980297","2.14728255653338","1.5399460414772","2.05367445156679","","",
